cost_pips,entry_price,entry_price_raw,exit_price,exit_price_raw,exit_reason,exit_time,fill_time,gross_pips,order_id,pnl,pnl_pct,pnl_pips,qty,reason_codes,regime_snapshot,scenario,side,signal_idx,signal_time,sl_price,slippage_used,spread_used,strategy_id,symbol,tp_price,trade_id
1.979288176335277,1.2582927699938464,1.2584,1.2562480424143372,1.2561573436028572,TRAIL,2009-02-19 00:45:00+00:00,2009-02-18 13:45:00+00:00,22.42656397142717,A-EURUSD-3170-1,6.026582086791619e-08,0.001625001452976037,20.447275795091894,2.947376534256004e-05,bias_h4=-1;adx_h4=29.0;pullback_depth=0.45;ema_slope_m15=-0.000043;atr_h1_pips=33.9;entry_reason=pullback_continuation_short;sl_points=67.9;risk_multiplier=1.0000,VOL=LOW|SPIKE=0,A,SHORT,3170,2009-02-18 13:30:00+00:00,1.2561573436028572,0.7223000615355046,0.7,S7_HTF_TREND_LTF_PULLBACK,EURUSD,,1
1.993568187442937,1.26659694523208,1.2667,1.2620616123276962,1.261965310276872,TRAIL,2009-02-20 10:30:00+00:00,2009-02-20 00:45:00+00:00,47.346897231279605,A-EURUSD-3307-2,1.3208235119317725e-07,0.0035807230717367464,45.353329043836666,2.9122967150990875e-05,bias_h4=-1;adx_h4=27.9;pullback_depth=0.51;ema_slope_m15=0.000009;atr_h1_pips=34.3;entry_reason=pullback_continuation_short;sl_points=68.7;risk_multiplier=1.0000,VOL=MID|SPIKE=0,A,SHORT,3307,2009-02-20 00:30:00+00:00,1.261965310276872,0.6805476791995654,0.7,S7_HTF_TREND_LTF_PULLBACK,EURUSD,,2
2.7973431981145884,1.259470815388957,1.2596,1.262559072150231,1.2624085224414627,SL,2009-02-20 15:45:00+00:00,2009-02-20 14:30:00+00:00,-28.085224414626797,A-EURUSD-3362-3,-9.609990494263907e-08,-0.0024520272510802615,-30.882567612741386,3.1117848149062234e-05,bias_h4=-1;adx_h4=24.2;pullback_depth=0.91;ema_slope_m15=0.000001;atr_h1_pips=32.1;entry_reason=pullback_continuation_short;sl_points=64.3;risk_multiplier=1.0000,VOL=MID|SPIKE=0,A,SHORT,3362,2009-02-20 14:15:00+00:00,1.2624085224414627,0.9418461104302432,0.7,S7_HTF_TREND_LTF_PULLBACK,EURUSD,,3
1.8506009049245915,1.2836110853764133,1.2837,1.27177072644036,1.2716745809734542,TRAIL,2009-02-24 04:00:00+00:00,2009-02-23 13:15:00+00:00,120.25419026545858,A-EURUSD-3449-4,2.2221134151994418e-07,0.00922425730888828,118.40358936053399,1.876728085018774e-05,bias_h4=-1;adx_h4=27.6;pullback_depth=1.04;ema_slope_m15=0.000007;atr_h1_pips=53.3;entry_reason=pullback_continuation_short;sl_points=106.6;risk_multiplier=1.0000,VOL=LOW|SPIKE=0,A,SHORT,3449,2009-02-23 13:00:00+00:00,1.2716745809734542,0.5391462358682642,0.7,S7_HTF_TREND_LTF_PULLBACK,EURUSD,,4
2.6056851072548177,1.2712627032059567,1.2714,1.2758891946554336,1.2757659229387515,SL,2009-02-24 08:30:00+00:00,2009-02-24 08:00:00+00:00,-43.65922938751376,A-EURUSD-3524-5,-1.2064662129866579e-07,-0.003639288274413707,-46.264914494768576,2.607734664943703e-05,bias_h4=-1;adx_h4=22.6;pullback_depth=0.59;ema_slope_m15=-0.000009;atr_h1_pips=38.3;entry_reason=pullback_continuation_short;sl_points=76.7;risk_multiplier=1.0000,VOL=LOW|SPIKE=0,A,SHORT,3524,2009-02-24 07:45:00+00:00,1.2757659229387515,1.022967940433721,0.7,S7_HTF_TREND_LTF_PULLBACK,EURUSD,,5
2.305753037674168,1.2728802928350607,1.273,1.2802783847299137,1.2801675165910855,SL,2009-02-24 19:15:00+00:00,2009-02-24 16:45:00+00:00,-71.6751659108561,A-EURUSD-3559-6,-1.7417839564504194e-07,-0.00581208770101661,-73.98091894853026,2.354369182224129e-05,bias_h4=-1;adx_h4=20.7;pullback_depth=0.89;ema_slope_m15=0.000004;atr_h1_pips=42.5;entry_reason=pullback_continuation_short;sl_points=84.9;risk_multiplier=1.0000,VOL=HIGH|SPIKE=0,A,SHORT,3559,2009-02-24 16:30:00+00:00,1.2801675165910855,0.8470716493923428,0.7,S7_HTF_TREND_LTF_PULLBACK,EURUSD,,6
2.5582121929666304,1.282114183547989,1.2822,1.2869098125576615,1.2867398077903758,SL,2009-02-25 08:15:00+00:00,2009-02-25 07:45:00+00:00,-45.39807790375772,A-EURUSD-3619-7,-1.287483352032014e-07,-0.003740407111324149,-47.956290096724345,2.6847017345070874e-05,bias_h4=-1;adx_h4=21.5;pullback_depth=0.64;ema_slope_m15=0.000008;atr_h1_pips=37.2;entry_reason=pullback_continuation_short;sl_points=74.5;risk_multiplier=1.0000,VOL=LOW|SPIKE=0,A,SHORT,3619,2009-02-25 07:30:00+00:00,1.2867398077903758,0.5081645201108336,0.7,S7_HTF_TREND_LTF_PULLBACK,EURUSD,,7
1.9733796038703026,1.2794261317142412,1.2795,1.2746988719185204,1.274575402243892,TRAIL,2009-02-26 01:30:00+00:00,2009-02-25 14:00:00+00:00,49.245977561080956,A-EURUSD-3644-8,1.1062152126712259e-07,0.003694828234739144,47.27259795721065,2.3400770435180594e-05,bias_h4=-1;adx_h4=21.2;pullback_depth=1.01;ema_slope_m15=-0.000040;atr_h1_pips=42.7;entry_reason=pullback_continuation_short;sl_points=85.5;risk_multiplier=1.0000,VOL=LOW|SPIKE=0,A,SHORT,3644,2009-02-25 13:45:00+00:00,1.274575402243892,0.3886828575874497,0.7,S7_HTF_TREND_LTF_PULLBACK,EURUSD,,8
2.5282369537143525,1.248892175305113,1.249,1.2527846987437263,1.252639699743242,SL,2009-03-04 08:00:00+00:00,2009-03-04 04:30:00+00:00,-36.39699743241964,A-EURUSD-4082-9,-1.0400359320234431e-07,-0.0031167810284842075,-38.925234386133994,2.6718809749645074e-05,bias_h4=-1;adx_h4=20.7;pullback_depth=0.97;ema_slope_m15=-0.000241;atr_h1_pips=37.4;entry_reason=pullback_continuation_short;sl_points=74.9;risk_multiplier=1.0000,VOL=LOW|SPIKE=0,A,SHORT,4082,2009-03-04 04:15:00+00:00,1.252639699743242,0.7282469488718248,0.7,S7_HTF_TREND_LTF_PULLBACK,EURUSD,,9
1.9481732962957423,1.2503228553394101,1.2504,1.2554439965930724,1.2553263239240326,SL,2009-03-04 14:00:00+00:00,2009-03-04 11:15:00+00:00,-49.26323924032694,A-EURUSD-4109-10,-1.5054254673655213e-07,-0.0040958551079769544,-51.21141253662268,2.939628869422328e-05,bias_h4=-1;adx_h4=22.1;pullback_depth=0.38;ema_slope_m15=-0.000026;atr_h1_pips=34.0;entry_reason=pullback_continuation_short;sl_points=68.0;risk_multiplier=1.0000,VOL=LOW|SPIKE=0,A,SHORT,4109,2009-03-04 11:00:00+00:00,1.2553263239240326,0.4214466058993651,0.7,S7_HTF_TREND_LTF_PULLBACK,EURUSD,,10
